finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH065,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,2062-2239,documented_fact,"Soulsby transport uses exponent 2.4 and coefficients 0.005/0.012, while van Thiel–van Rijn uses bed exponent 1.5, suspended exponent 2.4 and coefficients 0.015/0.012.",sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.2918,38;39,36;37,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH066,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2120,2138-2164,2277-2310",contradiction,"At the stated T=20°C and ν=10^-6 m²/s, extracted critical-velocity branches show D50≤0.0005 m versus D50>0.05 m and overlapping current-threshold intervals, so their applicability bounds need source verification.",sediment-transport,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH012,probable,0.3869,38;39,36;37,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH067,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2368-2422,5230-5240",contradiction,"The dilatancy prose says critical Shields stress is reduced while describing inhibited erosion, and the accompanying positive correction uses rheeA=0.75 for continuum motion or 1.7 otherwise with pormax=0.5.",sediment-transport,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH013,high,0.5858,40;113,38;111,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,dilatancy,"[{""canonical_ready_ko"": ""이 snapshot에서 dilatancy=1일 때 srfRhee는 erosion velocity와 (pormax-por), rheeA 등에 비례한다. 양의 침투계수·밀도비 및 pormax>=por 조건에서는 srfRhee>=0이고, 경사 효과를 끄면 srfTotal=1+srfRhee이다. 이에 따라 임계 bed-load 속도는 Ucr*sqrt(srfTotal), 경사 total 모드가 아닌 suspended-load 속도는 Ucr*(1+sqrt(srfRhee))로 증가한다. 코드 주석의 A는 단일입자 3/4, 연속체 1/(1-n0)이며 입력 rheeA 기본값은 0.75이다. 문서의 감소 설명과 수식/주석 모순은 이 구현과 구분해 기록한다."", ""evidence"": [{""line_end"": 1553, ""line_start"": 1539, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1599, ""line_start"": 1593, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1119, ""line_start"": 1114, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""The dilatancy prose says critical Shields stress is reduced while describing inhibited erosion, and the accompanying positive correction uses rheeA=0.75 for continuum motion or 1.7 otherwise with pormax=0.5."", ""finding_id"": ""XH067"", ""finding_sha256"": ""73cbe62ffb43df801b5c386695c488b8c471ce772e981187856206f3ae67a8bc"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""Dilatancy is said to hinder erosion by reducing the critical Shields number, a direction requiring verification, with 'rheeA=0.75' by default versus approximately '1.7' for a continuum and 'pormax=0.5'."", ""finding_id"": ""XH013"", ""finding_sha256"": ""8c8a96f02e0eb7058ee1076bd69616b0f026e8018088869a1cb62c65b919d262"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The dilatancy prose says critical Shields stress is reduced while describing inhibited erosion, and the accompanying positive correction uses rheeA=0.75 for continuum motion or 1.7 otherwise with pormax=0.5."", ""finding_id"": ""XH067"", ""finding_sha256"": ""73cbe62ffb43df801b5c386695c488b8c471ce772e981187856206f3ae67a8bc"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The sediment calculation fixes T=20°C and ν=10^-6 m²/s, while dilatancy still claims to reduce critical Shields stress and assigns A=0.75 to individual particles and 1.7 to a continuum, reversing the Kingsday assignment."", ""finding_id"": ""XH103"", ""finding_sha256"": ""9a9be952de8857b973c1754d1731db3637eb434d7e5c6c52fa744f6190457aea"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The text assumes T=20 and nu=1e-6, defines ua=(fSk*Sk-fAs*As)*urms, and assigns dilatancy A=0.75 to a single particle and A=1.7 to a continuum, reversing the Kingsday assignments."", ""finding_id"": ""XH141"", ""finding_sha256"": ""4e0e8b0bd5465b280ce9289957885308a3bcf69a9fa152e97e0c7c1bd67c4d1c"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH013"", ""XH067"", ""XH103"", ""XH141""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""dilatancy""}]"
XH068,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,2464-2480,parameter_drift,The slope correction gives facsl=1.6 but repeats soulsby_total where the two transport-specific slope options should be distinguished.,sediment-transport,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH014,high,0.5518,41,39,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH069,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2593-2619,3895-3949",documented_fact,"Morphological acceleration is described as order 1–10, with defaults morfac=1, morfacopt=1, dryslp=1, wetslp=0.3, hswitch=0.1 m, dzmax=0.05, morstart=120 and morstop=2000.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH016,high,0.6403,42;43;80;81,40;41;78;79,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH070,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"3895,3927-3935",contradiction,"The prose calls morstart and morstop hydrodynamic times, whereas their table labels them morphological times.",morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH032,probable,0.3878,80;81,78;79,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH071,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2672-2674,3815,5333",contradiction,"The conceptual description permits the breathing layer at the top or bottom, while setup requires at least three layers and the ndvar table has a minimum of 2.",morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH017,high,0.6605,43;44;78;116,41;42;76;114,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH072,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2701-2802,3502-3516",applicability,"Landward wave entry is excluded, stationary waves require Neumann lateral boundaries, abs1d assumes one-dimensional behavior, cyclic boundaries require one alongshore MPI domain, and wbcversion=3 spectra must share time discretization and format.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH018,probable,0.4603,46;47;48;49;50;71,44;45;46;47;48;69,direct-pdf-representation,0.991357,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH073,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2808,3601-3628,4689-4726",contradiction,"Tide-corner ordering differs between prose and output tables, tideloc=1 is described both as all corners and offshore only, tideloc=3 appears only in the table, and paulrevere changes from numeric 0/1 to land/sea.",output,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH029,probable,0.3658,50;73;74;94,48;71;72;92,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_output.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH074,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,2823-2827,documented_fact,Discharge is prescribed in m³/s with sign distinguishing inflow from outflow and is introduced with zero vertical momentum.,flow-tide-discharge-boundaries,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH020,probable,0.4687,51,49,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH075,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2859,2960-3064",contradiction,"Grid arrays require (nx+1)×(ny+1) entries and positive-up bathymetry is documented as posdwn=-1, but the example uses posdwn=0.",modes-grid-coordinates,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH021,high,0.5563,53;55;56;57,51;53;54;55,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_mode_dispatch.md;models/XBeach/source-analysis/xbeach_single_dir.md;models/XBeach/source-analysis/xbeach_params.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,posdwn,"[{""canonical_ready_ko"": ""문서의 규약은 양의 아래 방향 수심 posdwn=1, 양의 위 방향 고도 posdwn=-1로 구분해야 한다. 실제 snapshot은 s%zb=-s%zb*s%posdwn으로 내부 바닥고를 만들며 ±1에서 이 규약을 따른다. 예제의 posdwn=0을 그대로 넣으면 변환 곱이 0이 되어 해당 초기화 경로의 바닥고가 0으로 소거된다. 0을 -1의 별칭으로 보지 않는다."", ""evidence"": [{""line_end"": 160, ""line_start"": 155, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 55, ""line_start"": 40, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}, {""line_end"": 249, ""line_start"": 240, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}], ""finding_binding"": {""finding_exact"": ""Grid arrays require (nx+1)×(ny+1) entries and positive-up bathymetry is documented as posdwn=-1, but the example uses posdwn=0."", ""finding_id"": ""XH075"", ""finding_sha256"": ""c6e6d5b995927ef10cf37f559226dee3584e3d1c02b514631008afaa85e984ab"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The example uses negative underwater elevations with 'posdwn=0', while the table specifies '−1' for positive-up data."", ""finding_id"": ""XH022"", ""finding_sha256"": ""f82111f2f0dafe3cb2f5f0d4ec87cce5d2d3b945f77e13290b8b776ff3d1bc81"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""Grid arrays require (nx+1)×(ny+1) entries and positive-up bathymetry is documented as posdwn=-1, but the example uses posdwn=0."", ""finding_id"": ""XH075"", ""finding_sha256"": ""c6e6d5b995927ef10cf37f559226dee3584e3d1c02b514631008afaa85e984ab"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The negative-depth example sets posdwn=0 although the parameter definition requires -1 for positive-up bathymetry."", ""finding_id"": ""XH112"", ""finding_sha256"": ""db85c7e2d52ca769abdc1cb873c5be60b35ccabc845b2cef8e0adad6664fbe9a"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The examples and tables disagree on the upward-positive posdwn value and the angular reference axis, while Tm01switch defaults to 0 here versus 1 in Kingsday's prose."", ""finding_id"": ""XH147"", ""finding_sha256"": ""a0b993cd5bab11e9a7457ddeb2548278a2aac9d00f4f56749bfb35aaa28b988f"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH022"", ""XH075"", ""XH112"", ""XH147""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""posdwn""}]"
XH076,xbeach-kingsday-technical-reference-2015-v1.22-r4567,XBeach_manual_kingsday.md,"2946-2958,3015-3064",documented_fact,"Grid/physical defaults include depthscale=1, g=9.81 m/s², rho=1025 kg/m³, 10° directional bins, limits -90° to 90° and Cartesian coordinates.",modes-grid-coordinates,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH042,high,0.8673,55;56;57,53;54;55,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_mode_dispatch.md;models/XBeach/source-analysis/xbeach_single_dir.md;models/XBeach/source-analysis/xbeach_params.md,,[]
